id,esco_occupation,task_id,onet_task,weight,mean_task_SML,weighted_task_SML,has_bottlenecks,onet_occupation,onet_code,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
3,air traffic safety technician,3616,"Develop or upgrade preventative maintenance procedures for components, equipment, parts, or systems.",0.04828609096901781,3.275,0.1581369479235333,False,electronics engineering technicians,17-3023.01,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,3.0
3,air traffic safety technician,3617,"Fabricate parts, such as coils, terminal boards, or chassis, using bench lathes, drills, or other machine tools.",0.0502636783124588,3.55,0.17843605800922874,True,electronics engineering technicians,17-3023.01,4.0,3.5,3.0,4.0,3.5,3.5,4.0,3.5,4.0,3.5,4.0,3.5,4.0,3.5,3.0,4.0,3.5,4.0,4.0,3.5,4.0,4.0,2.0,2.0
3,air traffic safety technician,3619,Write computer or microprocessor software programs.,0.03889255108767304,3.225,0.12542847725774556,True,electronics engineering technicians,17-3023.01,3.0,4.0,3.0,3.0,4.5,3.0,4.0,3.0,3.0,3.5,3.5,3.0,2.5,2.0,4.0,3.5,4.5,4.0,4.5,2.0,4.0,5.0,3.0,1.0
3,air traffic safety technician,3620,"Survey satellite receival sites for proper signal level or provide technical assistance in dish location or installation, transporting dishes as necessary.",0.03295978905735004,3.025,0.09970336189848386,True,electronics engineering technicians,17-3023.01,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.5,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0
4,hospitality revenue manager,5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.08412116534825392,3.8,0.3196604283233649,True,market research analysts and marketing specialists,13-1161.00,4.5,4.0,3.5,4.0,2.5,3.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,5.0,3.5,4.5,4.0,5.0,2.0,4.0,3.5,4.0,5.0
4,hospitality revenue manager,5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into written text.",0.08855874975882692,3.25,0.2878159367161875,True,market research analysts and marketing specialists,13-1161.00,2.5,4.5,4.0,3.5,3.0,3.5,2.5,3.0,2.5,3.0,3.0,3.5,2.0,3.5,3.5,3.5,4.0,3.5,4.0,2.5,3.0,3.5,4.0,4.0
4,hospitality revenue manager,5435,Measure and assess customer and employee satisfaction.,0.08354234999035308,3.575,0.2986639012155123,True,market research analysts and marketing specialists,13-1161.00,4.0,4.5,4.0,4.0,3.0,2.5,4.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,3.5,3.5,3.5,4.0,4.0,3.0,3.5,3.5,2.0,3.0
4,hospitality revenue manager,5436,"Forecast and track marketing and sales trends, analyzing collected data.",0.07621068879027591,4.4,0.33532703067721403,False,market research analysts and marketing specialists,13-1161.00,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
4,hospitality revenue manager,5437,Seek and provide information to help companies determine their position in the marketplace.,0.07640362724290951,3.325,0.25404206058267415,True,market research analysts and marketing specialists,13-1161.00,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,2.0
4,hospitality revenue manager,5438,"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.07910476557978005,3.25,0.25709048813428514,True,market research analysts and marketing specialists,13-1161.00,3.0,3.5,2.0,3.0,3.0,2.5,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0
4,hospitality revenue manager,5439,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",0.08412116534825392,3.8,0.3196604283233649,True,market research analysts and marketing specialists,13-1161.00,4.5,4.0,3.5,4.0,2.5,3.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,5.0,3.5,4.5,4.0,5.0,2.0,4.0,3.5,4.0,5.0
4,hospitality revenue manager,5440,"Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.",0.07042253521126761,2.975,0.20950704225352115,True,market research analysts and marketing specialists,13-1161.00,3.0,4.0,2.5,3.5,2.0,2.0,3.5,3.0,3.0,3.0,3.0,2.0,3.5,2.0,3.5,3.5,4.0,3.0,4.0,3.0,2.5,2.0,4.0,4.0
4,hospitality revenue manager,5441,"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",0.07621068879027591,3.8625,0.2943637854524407,False,market research analysts and marketing specialists,13-1161.00,4.5,4.0,3.5,3.5,3.5,4.0,4.5,4.0,3.0,3.5,4.0,3.5,4.5,3.5,4.0,4.5,4.5,4.5,4.5,4.0,4.25,4.0,3.5,3.5
4,hospitality revenue manager,5442,Monitor industry statistics and follow trends in trade literature.,0.0721589812849701,3.725,0.26879220528651365,False,market research analysts and marketing specialists,13-1161.00,4.0,4.0,3.5,3.5,3.5,3.0,4.0,4.0,3.5,4.0,4.5,3.0,3.5,3.5,4.5,4.0,3.5,3.5,4.5,3.5,4.5,4.5,3.5,2.5
4,hospitality revenue manager,5443,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.0823847192745514,3.65,0.3007042253521126,False,market research analysts and marketing specialists,13-1161.00,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
4,hospitality revenue manager,5444,Develop and implement procedures for identifying advertising needs.,0.05961798186378545,3.525,0.2101533860698437,True,market research analysts and marketing specialists,13-1161.00,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.5
4,hospitality revenue manager,5445,Direct trained survey interviewers.,0.06714258151649624,4.0,0.26857032606598497,True,market research analysts and marketing specialists,13-1161.00,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,1.5
5,medical laboratory assistant,1902,"Conduct chemical analyses of body fluids, such as blood or urine, using microscope or automatic analyzer to detect abnormalities or diseases and enter findings into computer.",0.07532956685499058,3.5583333333333327,0.26804770872567474,False,medical and clinical laboratory technicians,29-2012.00,3.6666666666666665,4.333333333333333,3.6666666666666665,3.6666666666666665,3.0,3.333333333333333,3.6666666666666665,3.333333333333333,3.6666666666666665,3.6666666666666665,4.166666666666667,3.6666666666666665,3.6666666666666665,2.833333333333333,3.6666666666666665,3.333333333333333,3.6666666666666665,2.833333333333333,3.8333333333333335,3.5,3.5,4.333333333333333,3.0,2.6666666666666665
5,medical laboratory assistant,1904,"Analyze the results of tests or experiments to ensure conformity to specifications, using special mechanical or electrical devices.",0.07501569365976145,3.2,0.24005021971123663,True,medical and clinical laboratory technicians,29-2012.00,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
5,medical laboratory assistant,1905,"Analyze and record test data to issue reports that use charts, graphs, or narratives.",0.06654111738857503,3.775,0.2511927181418707,True,medical and clinical laboratory technicians,29-2012.00,4.0,4.0,4.0,5.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,5.0,3.5,4.0,4.0,4.0,3.5,2.5,4.0,3.0,4.0,4.5,3.0,2.0
5,medical laboratory assistant,1906,Perform medical research to further control or cure disease.,0.06920903954802259,3.625,0.25088276836158185,False,medical and clinical laboratory technicians,29-2012.00,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.5,3.0
5,medical laboratory assistant,1907,Conduct blood tests for transfusion purposes and perform blood counts.,0.07674199623352165,3.125,0.23981873822975516,True,medical and clinical laboratory technicians,29-2012.00,3.0,4.0,3.0,4.0,2.5,3.0,2.5,3.5,3.0,3.5,3.0,4.0,3.0,3.0,3.0,3.5,2.0,3.5,3.5,3.5,3.5,3.0,2.0,2.0
5,medical laboratory assistant,1908,"Obtain specimens, cultivating, isolating, and identifying microorganisms for analysis.",0.07360326428123037,3.608333333333333,0.26558511194810625,True,medical and clinical laboratory technicians,29-2012.00,4.166666666666667,4.333333333333333,3.1666666666666665,3.5,2.833333333333333,3.333333333333333,3.333333333333333,4.0,4.0,4.166666666666667,4.0,3.0,4.0,3.6666666666666665,4.166666666666667,4.0,4.333333333333333,4.333333333333333,4.5,3.1666666666666665,3.8333333333333335,4.0,3.1666666666666665,2.0
5,medical laboratory assistant,1909,Examine cells stained with dye to locate abnormalities.,0.07124921531701192,3.2,0.22799748901443817,True,medical and clinical laboratory technicians,29-2012.00,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0
5,medical laboratory assistant,1910,"Collect blood or tissue samples from patients, observing principles of asepsis to obtain blood sample.",0.0687382297551789,3.65,0.250894538606403,True,medical and clinical laboratory technicians,29-2012.00,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
5,medical laboratory assistant,1911,Consult with a pathologist to determine a final diagnosis when abnormal cells are found.,0.07030759573132454,3.325,0.23377275580665413,False,medical and clinical laboratory technicians,29-2012.00,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.5
5,medical laboratory assistant,1912,"Inoculate fertilized eggs, broths, or other bacteriological media with organisms.",0.07376020087884494,3.35,0.24709667294413054,True,medical and clinical laboratory technicians,29-2012.00,3.5,4.0,3.5,3.5,3.0,4.0,2.0,4.0,4.0,4.0,3.5,3.0,3.5,3.0,4.0,4.0,4.5,4.0,4.5,2.5,3.5,3.5,3.5,1.0
5,medical laboratory assistant,1913,"Cut, stain, and mount tissue samples for examination by pathologists.",0.0696798493408663,3.35,0.2334274952919021,True,medical and clinical laboratory technicians,29-2012.00,3.5,4.0,3.5,3.5,3.0,4.0,2.0,4.0,4.0,4.0,3.5,3.0,3.5,3.0,4.0,4.0,4.5,4.0,4.5,2.5,3.5,3.5,3.5,1.0
5,medical laboratory assistant,1914,Supervise or instruct other technicians or laboratory assistants.,0.06371625863151285,4.025,0.2564579409918393,False,medical and clinical laboratory technicians,29-2012.00,4.0,4.0,4.0,4.5,3.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.5,4.0,3.5,3.5,3.5,4.0,4.0,4.5,4.5,3.5,3.5
5,medical laboratory assistant,1915,"Prepare standard volumetric solutions or reagents to be combined with samples, following standardized formulas or experimental procedures.",0.07250470809792843,3.35,0.24289077212806026,True,medical and clinical laboratory technicians,29-2012.00,3.5,4.0,3.5,3.5,3.0,4.0,2.0,4.0,4.0,4.0,3.5,3.0,3.5,3.0,4.0,4.0,4.5,4.0,4.5,2.5,3.5,3.5,3.5,1.0
5,medical laboratory assistant,18535,"Set up, maintain, calibrate, clean, and test sterility of medical laboratory equipment.",0.07360326428123037,3.6416666666666666,0.26803855409081395,False,medical and clinical laboratory technicians,29-2012.00,4.0,4.0,3.0,3.6666666666666665,3.0,3.333333333333333,3.1666666666666665,4.333333333333333,3.6666666666666665,4.333333333333333,4.0,3.6666666666666665,4.333333333333333,3.333333333333333,4.0,3.6666666666666665,3.6666666666666665,4.0,4.333333333333333,3.333333333333333,4.333333333333333,3.8333333333333335,2.833333333333333,2.333333333333333
7,primary school teaching assistant,8694,Provide extra assistance to students with special needs.,0.03711714829555286,3.25,0.1206307319605468,True,teacher assistants,25-9041.00,3.5,3.0,3.0,4.0,3.0,3.0,3.0,3.5,3.5,3.5,3.0,3.5,3.0,3.0,3.0,3.5,4.0,3.0,4.0,4.0,3.5,3.0,3.0,2.0
7,primary school teaching assistant,8695,Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,0.038847551479494716,4.075,0.15830377227894096,False,teacher assistants,25-9041.00,4.0,4.0,4.0,4.0,4.0,4.5,3.5,4.0,3.5,4.0,3.5,4.0,4.0,4.5,4.0,4.0,5.0,4.0,5.0,4.5,3.5,4.0,4.0,5.0
7,primary school teaching assistant,8696,"Supervise students in classrooms, halls, cafeterias, school yards, and gymnasiums, or on field trips.",0.038414950683509266,4.0,0.15365980273403707,False,teacher assistants,25-9041.00,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0
7,primary school teaching assistant,8697,Enforce administration policies and rules governing students.,0.036251946703581936,3.425,0.12416291745976812,True,teacher assistants,25-9041.00,4.0,3.5,2.5,3.5,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,3.0,4.0,4.0,3.5,4.0,4.0,4.0
7,primary school teaching assistant,8698,"Observe students' performance, and record relevant data to assess progress.",0.036857587817961585,4.075,0.15019467035819348,False,teacher assistants,25-9041.00,4.0,4.5,4.0,4.0,4.0,4.5,3.5,4.5,3.5,3.5,4.0,3.5,4.0,4.5,4.0,4.5,4.0,3.5,4.5,4.5,4.5,4.5,3.5,4.0
7,primary school teaching assistant,8699,Discuss assigned duties with classroom teachers to coordinate instructional efforts.,0.035127184634019724,3.45,0.12118878698736806,False,teacher assistants,25-9041.00,3.5,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.5
7,primary school teaching assistant,8700,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,0.035386745111611,3.8375,0.13579663436580722,False,teacher assistants,25-9041.00,4.0,4.5,3.5,3.5,4.5,4.0,3.5,4.5,3.75,3.5,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.5,4.0,4.0,4.0,2.5,3.0
7,primary school teaching assistant,8701,"Present subject matter to students under the direction and guidance of teachers, using lectures, discussions, or supervised role-playing methods.",0.035732825748399366,3.225,0.11523836303858796,True,teacher assistants,25-9041.00,4.0,3.0,2.0,3.5,2.5,3.5,2.5,3.0,3.5,3.0,3.5,3.5,4.0,3.0,3.0,3.5,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.0
7,primary school teaching assistant,8702,Organize and label materials and display students' work in a manner appropriate for their eye levels and perceptual skills.,0.02967641460460288,3.65,0.1083189133068005,True,teacher assistants,25-9041.00,3.5,4.0,4.0,3.5,3.5,4.0,4.5,4.0,3.5,3.5,3.5,3.5,4.0,3.5,4.0,4.5,4.5,4.0,4.5,4.0,4.0,4.0,2.0,2.0
